"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task"
683,"GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,2,1,1,2,0,8,10,12,6,20,48,54,8,"no",60,17.9
684,"GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"no","yes","yes","yes","no","yes","yes","no",5,4,3,1,1,5,0,12,14,15,12,45,16,26,2,"no",90,18.9
685,"GP","F",15,"U","GT3","T",2,3,"other","other","other","father",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,5,1,1,1,5,0,8,7,6,3,60,24,75,0,"no",300,51
686,"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,2,15,16,18,8,12,34,155,2,"no",24,16.74
687,"GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",2,4,3,1,1,5,7,15,16,15,28,165,28,62,15,"yes",330,144.375
688,"GP","F",15,"R","GT3","T",3,4,"services","health","course","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,2,12,12,11,9,270,40,24,3,"no",270,14.85
689,"GP","F",15,"R","GT3","T",2,2,"at_home","other","reputation","mother",1,1,0,"yes","yes","yes","yes","yes","yes","no","no",4,3,1,1,1,2,8,14,13,13,7,2,8,135,4,"yes",2,2.21
690,"GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,1,"no","yes","no","yes","no","yes","yes","yes",3,3,3,1,2,3,25,7,10,11,22,18,32,85,1,"no",36,23.85
691,"GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"no","yes","no","yes","no","yes","yes","yes",5,4,3,2,4,5,8,12,12,12,24,40,34,96,2,"no",160,31.6
692,"GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,2,19,18,18,13,130,14,74,0,"no",520,124.8
693,"GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"yes","yes","no","yes","yes","yes","yes","no",5,4,1,1,1,1,0,8,8,11,3,15,36,16,2,"no",45,4.725
694,"GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,1,"yes","no","no","yes","yes","yes","yes","no",4,3,3,2,2,5,14,10,10,9,2,80,26,60,6,"no",80,92.4
695,"GP","F",15,"U","LE3","A",4,3,"other","other","course","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",5,2,2,1,1,5,8,8,8,6,22,30,48,64,11,"no",30,53.4
696,"GP","F",16,"U","LE3","A",3,3,"other","services","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",2,3,5,1,4,3,12,11,12,11,10,72,30,23,7,"no",144,64.08
697,"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,4,19,19,20,7,80,8,152,8,"no",240,22
698,"GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","no","no",4,3,3,2,2,5,2,15,15,14,5,50,10,120,4,"no",200,38.75
699,"GP","F",15,"U","GT3","T",4,4,"services","teacher","other","father",1,2,1,"yes","yes","no","yes","no","yes","yes","no",4,4,4,1,1,3,2,7,7,7,4,108,32,70,1,"no",540,43.74
700,"GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,2,3,4,2,12,13,13,12,88,34,75,1,"no",352,81.4
701,"GP","F",15,"U","LE3","T",4,2,"health","other","other","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,1,5,2,11,13,13,9,200,36,48,0,"no",1000,250
702,"GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,1,"no","no","no","yes","yes","yes","no","no",5,5,5,3,4,5,6,11,11,10,7,40,18,66,15,"no",40,13.8
703,"GP","F",15,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"yes","yes","yes","yes","yes","yes","yes","no",3,3,4,2,3,5,0,8,10,11,13,50,42,18,0,"no",100,19.5
704,"GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",5,3,4,4,4,1,6,10,13,13,7,10,44,92,11,"no",40,8.8
705,"GP","F",16,"U","GT3","A",2,1,"other","other","other","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",5,3,4,1,1,2,8,8,9,10,16,44,30,68,7,"yes",132,45.1
706,"GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,1,0,14,15,15,11,12,12,87,15,"no",48,5.16
707,"GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,2,1,1,5,4,14,15,15,10,160,8,145,4,"no",480,15.2
708,"GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,2,9,10,9,11,30,28,38,4,"no",90,16.05
709,"GP","F",16,"U","GT3","T",4,2,"services","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,1,5,2,15,16,16,8,110,10,93,3,"no",220,22.55
710,"GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",2,4,4,2,3,4,6,10,11,11,14,96,22,105,3,"yes",96,64.8
711,"GP","F",16,"U","GT3","T",1,1,"services","services","course","father",4,1,0,"yes","yes","no","yes","no","yes","yes","yes",5,5,5,5,5,5,6,10,8,11,4,45,20,18,4,"yes",180,16.2
712,"GP","F",16,"U","LE3","T",1,2,"other","services","reputation","father",1,2,0,"yes","no","no","yes","yes","yes","yes","no",4,4,3,1,1,1,4,8,10,9,5,36,36,72,7,"no",36,31.68
713,"GP","F",16,"U","GT3","T",4,3,"teacher","health","home","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",3,4,4,2,4,4,2,10,9,9,10,60,20,57,0,"no",120,105
714,"GP","F",15,"U","LE3","T",4,3,"services","services","reputation","father",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,0,10,10,10,24,44,20,40,4,"no",132,56.32
715,"GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,1,2,16,15,15,8,2,26,62,4,"no",8,1.83
716,"GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,0,"no","yes","no","yes","no","yes","yes","yes",1,3,3,5,5,3,4,13,13,12,10,240,38,130,3,"no",240,93.6
717,"GP","F",16,"U","GT3","T",3,1,"services","other","course","mother",1,4,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,4,7,7,6,9,220,44,70,4,"no",880,192.5
718,"GP","F",15,"R","LE3","T",2,2,"health","services","reputation","mother",2,2,0,"yes","yes","yes","yes","yes","yes","yes","no",4,1,3,1,3,4,2,8,9,8,12,56,42,51,0,"no",112,1.68
719,"GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","yes","no","yes","yes","no",4,4,2,2,3,3,12,16,16,16,11,96,20,160,2,"no",288,19.2
720,"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,0,13,15,15,8,380,26,140,0,"no",1140,285
721,"GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",3,3,3,1,1,3,0,10,10,10,8,108,20,100,4,"no",108,126.36
722,"GP","F",15,"R","GT3","T",1,1,"other","other","reputation","mother",1,2,2,"yes","yes","no","yes","no","yes","yes","yes",3,3,4,2,4,5,2,8,6,5,16,30,42,70,4,"no",60,21
723,"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",5,3,2,2,2,5,2,12,12,14,10,35,16,72,4,"no",105,43.925
724,"GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,3,2,4,5,54,11,12,11,5,170,24,115,0,"yes",340,180.2
725,"GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,2,3,5,6,9,9,10,8,150,28,18,3,"yes",750,6.75
726,"GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,8,11,11,10,12,36,42,44,8,"yes",36,59.76
727,"GP","F",16,"U","GT3","T",2,2,"other","other","reputation","mother",1,4,0,"no","no","yes","yes","yes","yes","yes","yes",5,2,3,1,3,3,0,11,11,11,14,84,18,66,7,"no",252,128.1
728,"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"yes","yes","no","yes","yes","no","yes","no",4,5,1,1,1,3,2,8,8,10,7,3,42,48,3,"no",12,3.48
729,"GP","F",16,"U","GT3","T",3,4,"at_home","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",2,4,3,1,2,3,12,5,5,5,13,72,48,40,3,"yes",216,70.92
730,"GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"yes","yes","yes","yes","no","yes","yes","yes",3,2,2,1,3,3,2,10,12,12,12,42,38,110,2,"no",84,72.87
731,"GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,0,"yes","no","yes","yes","no","yes","yes","no",5,3,2,1,2,5,4,11,10,11,11,75,42,21,6,"no",300,105.75
732,"GP","F",15,"U","LE3","T",3,2,"services","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,4,4,1,1,5,10,7,6,6,8,170,44,65,1,"no",170,107.1
733,"GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",5,3,3,1,3,4,4,15,15,15,6,72,10,30,4,"no",360,107.64
734,"GP","F",15,"U","GT3","T",1,1,"other","other","home","father",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,2,3,4,2,9,10,10,8,40,28,38,2,"no",40,55.8
735,"GP","F",15,"U","GT3","T",4,4,"services","services","reputation","father",2,2,2,"no","no","yes","yes","yes","yes","yes","yes",4,4,4,2,3,5,6,7,9,8,12,80,50,64,7,"yes",320,22
736,"GP","F",16,"U","LE3","T",2,2,"at_home","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,4,1,2,2,4,8,7,6,12,24,28,45,4,"no",96,23.16
737,"GP","F",15,"U","GT3","T",4,2,"other","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,3,1,4,13,14,14,6,6,20,54,1,"no",24,2.88
738,"GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,1,"no","no","yes","yes","no","yes","yes","no",4,4,2,1,1,3,12,11,10,10,7,84,36,21,8,"yes",84,12.18
739,"GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",4,1,3,3,5,5,18,8,6,7,11,30,20,28,3,"no",120,15.45
740,"GP","F",16,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,3,1,3,4,0,7,7,8,26,168,44,56,1,"no",336,57.96
741,"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,4,16,17,18,14,4,32,165,4,"no",12,6.56
742,"GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,0,"yes","yes","no","yes","yes","yes","no","no",3,3,3,2,3,2,4,7,6,6,5,40,24,65,0,"no",200,31.6
743,"GP","F",16,"U","GT3","T",4,2,"teacher","services","home","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,1,0,11,10,10,6,4,30,21,1,"no",4,3.76
744,"GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,1,4,6,11,13,14,12,128,30,120,0,"no",384,158.08
745,"GP","F",15,"R","GT3","T",1,1,"at_home","other","home","mother",2,4,1,"yes","yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,2,7,10,10,10,40,44,34,4,"no",160,32.8
746,"GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"yes","yes","no","yes","no","yes","yes","no",3,3,3,1,1,4,2,11,15,15,13,60,36,26,2,"no",300,73.8
747,"GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","no","yes",4,3,5,1,1,5,2,8,9,10,10,150,26,34,1,"no",600,66.75
748,"GP","F",16,"U","GT3","T",4,4,"other","other","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,2,1,6,11,14,14,10,13,30,50,8,"yes",65,15.015
749,"GP","F",16,"U","GT3","T",4,3,"other","at_home","course","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",5,3,5,1,1,3,0,7,9,8,12,27,44,64,3,"no",135,0.675
750,"GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,0,"yes","yes","yes","yes","yes","yes","yes","no",4,5,5,5,5,4,14,7,7,5,9,80,38,28,1,"yes",400,93.2
751,"GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,4,0,16,17,17,14,180,26,132,1,"no",720,238.5
752,"GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",5,3,3,1,1,5,4,10,13,14,11,75,44,115,3,"no",300,55.125
753,"GP","F",15,"U","GT3","T",3,2,"services","other","home","mother",2,2,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,5,1,1,2,26,7,6,6,8,60,26,26,3,"yes",240,15.9
754,"GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,0,16,18,18,5,16,8,136,7,"no",48,5.12
755,"GP","F",15,"U","GT3","A",3,3,"other","health","reputation","father",1,4,0,"yes","no","no","yes","yes","yes","no","no",4,3,3,1,1,4,10,10,11,11,9,272,16,21,23,"yes",272,380.8
756,"GP","F",15,"U","GT3","T",2,2,"other","other","course","mother",1,4,0,"yes","yes","yes","yes","yes","yes","yes","no",5,1,2,1,1,3,8,7,8,8,12,132,38,75,2,"yes",660,27.06
757,"GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,2,16,18,18,6,30,8,34,4,"no",30,24.45
758,"GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,0,"no","yes","yes","yes","yes","yes","yes","yes",1,3,5,3,5,1,6,10,13,13,20,52,32,23,2,"yes",104,85.02
759,"GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",5,4,5,1,1,4,4,14,15,16,20,192,30,87,1,"no",192,81.6
760,"GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,6,18,19,19,13,24,22,111,23,"no",96,38.52
761,"GP","F",16,"R","GT3","T",3,3,"services","other","reputation","father",1,3,1,"yes","yes","no","yes","yes","yes","yes","no",4,1,2,1,1,2,0,7,10,10,6,96,38,51,2,"no",384,164.64
762,"GP","F",16,"U","GT3","T",2,2,"at_home","other","home","mother",1,2,1,"yes","no","no","yes","yes","yes","yes","no",3,1,2,1,1,5,6,10,13,13,10,130,26,23,8,"yes",520,82.55
763,"GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,2,1,1,3,10,18,19,19,14,12,10,37,6,"no",48,1.26
764,"GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,4,2,1,1,5,8,9,9,9,18,100,22,90,7,"yes",400,101.5
765,"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,2,5,2,15,15,16,8,90,28,120,3,"no",450,99.45
766,"GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","father",2,2,0,"no","yes","no","yes","yes","yes","no","no",4,4,3,1,1,2,2,11,13,14,9,4,14,120,4,"no",16,2.22
767,"GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,0,13,14,13,9,95,20,108,4,"no",380,27.075
768,"GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,1,"no","yes","no","yes","yes","yes","yes","no",5,2,4,1,4,5,20,9,7,8,1,40,22,48,2,"yes",40,32
769,"GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,4,3,1,2,4,6,14,13,13,13,20,24,135,4,"yes",60,27.7
770,"GP","F",15,"U","GT3","T",1,2,"at_home","services","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",3,2,3,1,2,1,2,16,15,15,8,36,20,31,5,"no",72,37.44
771,"GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,6,16,14,15,8,60,26,120,2,"yes",120,40.8
772,"GP","F",16,"U","LE3","T",2,4,"other","health","course","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,2,2,1,2,5,2,13,13,13,12,150,20,130,1,"no",600,171
773,"GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,4,4,1,4,5,18,14,11,13,11,25,30,100,1,"yes",100,27.5
774,"GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",5,4,4,1,1,5,0,8,7,8,24,130,48,30,8,"no",260,213.2
775,"GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,0,"yes","no","no","yes","yes","yes","yes","no",5,5,5,3,2,5,0,13,13,12,9,30,14,104,8,"no",90,33.6
776,"GP","F",15,"U","LE3","A",3,4,"other","other","home","mother",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",5,3,2,1,1,1,0,7,10,11,12,22,26,51,15,"no",88,12.1
777,"GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,3,"no","yes","no","yes","no","no","no","no",3,4,2,1,1,5,2,7,8,9,4,70,24,60,0,"no",350,119
778,"GP","M",18,"R","GT3","T",2,2,"services","other","reputation","mother",1,1,2,"no","yes","no","yes","yes","yes","yes","no",3,3,3,1,2,4,0,7,4,0,1,72,32,22,1,"no",144,85.32
779,"GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",3,5,5,2,5,4,8,18,18,18,13,68,4,72,5,"yes",136,104.72
780,"GP","F",15,"R","GT3","T",3,4,"services","teacher","course","father",2,3,2,"no","yes","no","yes","yes","yes","yes","yes",4,2,2,2,2,5,0,12,0,0,18,195,34,12,4,"no",975,161.85
781,"GP","F",15,"U","GT3","T",1,1,"at_home","other","course","mother",3,1,0,"no","yes","no","yes","no","yes","yes","yes",4,3,3,1,2,4,0,8,0,0,6,12,48,32,3,"no",36,9.72
782,"GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",3,4,4,1,3,5,12,10,13,12,24,20,38,115,3,"no",100,32
783,"GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,2,1,1,4,5,16,12,11,11,13,75,16,69,23,"yes",375,114.375
784,"GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"no","yes","no","yes","yes","yes","no","yes",5,3,3,1,1,5,0,9,0,0,20,200,20,27,0,"no",800,28
785,"GP","F",15,"U","GT3","T",4,4,"services","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,5,0,11,0,0,28,195,36,33,4,"no",975,118.95
786,"GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",5,4,5,2,4,5,0,10,0,0,6,180,24,40,4,"no",900,323.1
787,"GP","F",16,"U","GT3","A",3,3,"other","other","course","other",2,1,2,"no","yes","no","yes","no","yes","yes","yes",4,3,2,1,1,5,0,4,0,0,16,95,38,16,15,"no",475,52.25
788,"GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,1,"no","no","no","yes","yes","yes","no","yes",4,4,4,1,3,5,0,14,12,12,8,130,10,130,6,"no",130,127.4
789,"GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,0,16,16,15,8,65,8,128,7,"no",325,76.05
790,"GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"yes","yes","no","yes","yes","yes","yes","no",2,2,2,1,1,3,0,7,9,0,12,216,38,16,4,"no",216,42.12
791,"GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,2,"no","yes","no","yes","yes","yes","yes","no",2,3,3,2,2,2,8,9,9,9,5,32,28,72,3,"no",96,12.8
792,"GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,2,1,1,5,2,9,11,11,7,60,46,40,0,"no",300,95.1
793,"GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,4,4,3,3,1,2,14,14,13,6,4,24,56,4,"no",12,4.92
794,"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,3,"no","yes","no","yes","yes","yes","yes","no",5,4,5,1,2,5,0,5,0,0,4,15,30,10,0,"no",30,9.825
795,"GP","F",15,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,4,2,1,2,5,0,8,11,11,10,170,24,38,3,"no",850,293.25
796,"GP","F",15,"U","GT3","T",3,2,"health","services","home","father",1,2,3,"no","yes","no","yes","yes","yes","yes","no",3,3,2,1,1,3,0,6,7,0,4,114,46,65,0,"no",228,99.75
797,"GP","F",15,"U","GT3","T",1,2,"at_home","other","course","mother",1,2,0,"no","yes","yes","yes","no","yes","yes","no",4,3,2,1,1,5,2,10,11,11,5,190,38,42,0,"no",190,320.15
798,"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","yes","yes","no","yes","yes",3,3,2,2,1,5,0,7,6,0,16,100,26,13,4,"no",100,32.5
799,"GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,3,"no","no","no","yes","yes","yes","yes","no",4,5,5,2,5,5,0,8,9,10,1,55,48,34,19,"no",110,94.05
800,"GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,3,"no","no","no","yes","yes","no","yes","yes",2,3,5,2,5,4,0,6,5,0,0,68,46,55,8,"no",340,91.46
801,"GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"no","no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,6,12,13,14,14,45,20,25,4,"no",135,72.225
802,"GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",2,3,2,"no","yes","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,8,10,10,10,4,144,26,40,4,"yes",144,150.48
803,"GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",1,1,3,"no","yes","no","yes","yes","no","yes","yes",4,5,4,1,1,4,0,5,0,0,4,20,42,15,0,"no",20,32.2
804,"GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"yes","yes","no","yes","yes","yes","no","yes",4,2,1,1,1,4,0,11,11,12,10,56,20,22,0,"no",280,68.6
805,"GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"yes","no","yes","yes","yes","yes","no","no",4,4,4,1,1,1,2,11,8,8,12,22,22,38,7,"no",88,34.32
806,"GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",2,2,2,3,3,5,8,16,12,13,5,15,10,84,7,"no",15,23.625
807,"GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"no","yes","no","yes","no","yes","no","no",5,2,5,1,5,4,6,9,8,10,4,28,22,34,3,"yes",28,48.02
808,"GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"no","no","no","yes","no","yes","no","no",4,2,2,1,2,3,2,17,15,15,3,54,10,64,5,"no",162,12.96
809,"GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"no","yes","yes","yes","yes","yes","yes","yes",4,5,5,4,4,5,4,10,12,12,18,20,32,110,3,"no",60,11.2
810,"GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,2,"no","no","no","yes","yes","no","yes","yes",3,3,2,2,2,5,0,7,6,0,10,85,50,26,6,"no",170,105.825
811,"GP","M",15,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"yes","yes","no","yes","yes","yes","yes","yes",4,4,4,1,4,3,6,5,9,7,16,96,36,42,2,"yes",384,61.92
812,"GP","M",16,"U","LE3","T",1,2,"other","other","course","mother",2,1,1,"no","no","no","yes","yes","yes","no","no",4,4,4,2,4,5,0,7,0,0,7,45,26,28,5,"no",90,29.025
813,"GP","M",17,"U","GT3","T",1,3,"at_home","services","course","father",1,1,0,"no","no","no","yes","yes","no","yes","no",5,3,3,1,4,2,2,10,10,10,3,18,38,100,5,"no",36,1.26
814,"GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,3,"no","no","no","yes","yes","no","no","yes",5,3,5,1,5,5,0,5,8,7,4,110,30,65,5,"no",220,188.65
815,"GP","M",16,"U","GT3","T",3,2,"services","services","course","mother",2,1,1,"no","yes","no","yes","no","no","no","no",4,5,2,1,1,2,16,12,11,12,12,40,14,69,3,"yes",40,34.6
816,"GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"no","no","no","yes","yes","no","yes","no",4,3,5,2,4,4,4,10,10,10,7,32,26,40,6,"no",64,2.08
817,"GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",4,2,3,1,1,3,0,14,15,16,12,54,30,116,5,"no",216,44.01
818,"GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","yes","yes","yes","no","yes","yes","no",5,1,5,1,1,4,0,6,7,0,11,136,46,65,1,"no",680,107.44
