"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task",school,gender,citystatus,famsize,Pstatus,Mjob,Fjob,schoolsup,famsup
603,MS,F,18,U,LE3,T,2,2,services,services,course,father,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13,16,45,30,46,4,no,180,71.775,2,1,2,2,2,4,4,1,1
604,MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,12,160,42,15,19,no,480,164,2,1,1,2,1,5,3,1,1
605,MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,3,2,1,no,no,no,yes,yes,no,no,no,4,4,2,1,2,2,2,9,10,10,8,60,24,38,4,no,60,24,2,1,2,1,2,1,4,1,1
606,MS,F,19,U,GT3,T,1,1,at_home,services,other,father,2,1,1,no,no,no,yes,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,1,34,32,5,6,no,136,11.73,2,1,2,1,2,1,4,1,1
607,MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18,26,300,22,180,6,no,300,60,2,1,2,1,2,5,3,1,1
608,MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12,24,72,42,66,7,no,144,56.52,2,1,1,2,1,4,3,1,1
609,MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11,8,60,20,90,19,no,240,92.7,2,1,2,2,1,1,4,1,1
610,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,yes,yes,no,no,no,4,1,1,1,1,4,0,11,11,12,2,24,14,110,3,no,48,24.96,2,1,2,1,2,1,1,1,2
611,MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0,16,30,26,8,19,no,60,46.95,2,1,1,1,1,1,1,1,2
612,MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15,20,24,36,56,7,no,120,19.44,2,1,1,1,2,4,3,1,1
613,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,20,60,26,21,1,no,240,24.9,2,2,1,1,2,4,3,1,2
614,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,22,150,18,80,0,no,450,29.25,2,1,2,1,2,4,4,1,2
615,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,9,170,22,72,1,no,340,125.8,2,1,1,1,2,5,4,1,2
616,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,26,20,8,87,15,no,60,26,2,1,2,2,1,4,3,1,1
617,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,yes,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14,6,15,18,27,6,no,45,26.475,2,2,2,2,2,3,4,1,1
618,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,9,84,2,108,8,no,84,84,2,1,2,2,2,1,4,1,1
619,MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,3,2,0,no,no,no,yes,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15,22,160,12,124,19,no,160,177.6,2,1,1,2,1,1,3,1,1
620,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13,8,120,14,75,1,yes,480,109.2,2,1,2,1,2,4,4,1,2
621,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15,28,16,34,87,3,no,64,3.68,2,1,2,2,2,1,1,1,2
622,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,yes,no,yes,no,no,3,2,2,1,2,3,0,13,13,13,2,54,14,52,4,no,270,61.29,2,1,1,1,2,3,4,1,1
623,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9,2,54,24,36,2,no,216,59.13,2,2,1,1,2,1,3,1,2
624,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16,16,195,34,155,5,no,975,244.725,2,2,2,2,2,5,4,1,1
625,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,no,yes,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,2,9,24,48,3,no,45,8.055,2,1,1,1,2,3,4,1,2
626,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,8,72,20,80,3,no,144,74.88,2,1,2,1,2,1,4,1,2
627,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,no,yes,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0,10,80,44,48,2,no,400,78.4,2,1,1,1,2,3,5,1,2
628,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10,20,42,46,57,3,no,42,67.62,2,2,1,2,2,1,4,1,2
629,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12,12,144,18,21,8,yes,432,119.52,2,1,2,1,2,3,1,1,1
630,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9,7,19,50,60,6,no,19,17.29,2,1,1,1,2,3,3,1,1
631,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,9,6,28,128,5,no,18,2.19,2,1,1,2,2,3,3,1,1
632,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12,3,228,44,21,8,no,912,218.88,2,1,1,1,2,3,3,1,1
633,MS,F,19,R,GT3,T,1,1,at_home,other,course,other,2,2,1,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,4,7,8,9,16,36,32,45,2,no,72,49.68,2,1,1,1,2,1,3,1,2
634,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,14,76,20,135,6,no,76,70.3,2,1,1,2,2,5,4,1,1
635,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16,26,36,8,32,4,no,36,49.5,2,1,2,1,2,3,3,1,1
636,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9,13,40,24,34,1,yes,200,43.6,2,1,1,1,2,1,3,1,2
637,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,10,20,6,175,6,no,60,18.2,2,2,2,1,2,5,5,1,1
638,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,14,85,32,42,5,no,340,148.325,2,2,1,1,2,3,3,1,1
639,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16,8,114,36,29,4,no,342,3.99,2,2,2,1,2,3,4,1,1
640,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0,4,90,34,13,5,no,270,140.85,2,2,1,1,2,3,4,1,1
641,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,yes,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0,9,57,26,14,5,no,285,81.795,2,2,1,1,2,3,3,1,1
642,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,no,yes,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,12,108,16,93,5,no,324,128.52,2,1,1,1,2,1,3,1,1
643,MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11,8,14,34,45,6,no,56,17.01,2,1,2,1,2,5,3,1,1
644,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10,16,80,50,64,3,no,320,52.4,2,1,1,1,2,5,1,1,2
645,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,2,150,20,21,4,no,150,63.75,2,1,1,1,2,4,3,1,1
646,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16,11,32,10,90,1,no,96,21.6,2,1,2,2,2,5,4,1,2
647,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9,2,120,14,69,5,yes,360,53.4,2,1,2,1,2,3,3,1,1
648,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10,8,30,44,40,7,no,30,11.85,2,2,2,2,2,4,4,1,1
649,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,yes,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11,9,35,44,84,6,no,70,13.125,2,2,1,2,2,4,3,1,1
650,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,yes,yes,yes,no,no,4,3,4,1,1,3,6,5,6,6,14,6,26,55,23,yes,30,3.39,1,1,2,1,1,1,5,2,1
651,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,3,4,5,5,6,10,30,30,10,2,no,30,45.6,1,1,2,1,2,1,3,1,2
652,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,3,yes,no,yes,yes,yes,yes,yes,no,4,3,2,2,3,3,10,7,8,10,2,102,26,15,8,no,204,81.09,1,1,2,2,2,1,3,2,1
653,GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,1,5,2,15,14,15,16,255,16,116,2,no,255,71.4,1,1,2,1,2,2,4,1,2
654,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,no,yes,yes,yes,yes,yes,no,no,4,3,2,1,2,5,4,6,10,10,13,20,32,48,4,no,60,10.5,1,1,2,1,2,3,3,1,2
655,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,10,15,15,15,9,180,22,120,3,no,540,98.1,1,2,2,2,2,4,3,1,2
656,GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,3,0,12,12,11,11,24,28,120,8,no,96,0.72,1,2,2,2,2,3,3,1,1
657,GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2,0,yes,yes,no,yes,yes,yes,no,no,4,1,4,1,1,1,6,6,5,6,8,2,24,22,19,yes,4,0.87,1,1,2,1,1,3,5,2,2
658,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,1,0,16,18,19,9,18,26,102,19,no,72,10.98,1,2,2,2,1,4,3,1,2
659,GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0,14,15,15,11,30,18,145,2,no,150,7.35,1,2,2,1,2,3,3,1,2
660,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,3,1,2,2,0,10,8,9,9,12,20,90,0,no,48,6.84,1,1,2,1,2,5,2,1,2
661,GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,4,10,12,12,6,96,38,110,3,no,480,47.52,1,1,2,1,2,4,3,1,2
662,GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,2,14,14,14,6,60,12,140,3,no,180,106.2,1,2,2,2,2,2,4,1,2
663,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,2,3,2,10,10,11,12,12,26,80,0,no,60,13.08,1,2,2,1,2,5,3,1,2
664,GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,3,0,14,16,16,16,72,24,120,19,no,288,99.36,1,2,2,1,1,3,3,1,2
665,GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,2,4,14,14,14,12,36,36,56,2,no,72,49.32,1,1,2,1,2,2,3,1,2
666,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,6,13,14,14,13,60,14,54,0,yes,300,64.8,1,1,2,1,2,4,4,1,2
667,GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4,8,10,10,4,112,22,18,2,no,336,100.24,1,1,2,1,2,3,3,2,2
668,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,5,16,6,5,5,8,15,52,33,2,yes,75,10.425,1,2,2,1,2,4,4,1,2
669,GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,1,3,1,3,5,4,8,10,10,6,30,24,18,7,no,30,11.1,1,2,2,2,2,2,3,1,1
670,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,1,1,1,1,0,13,14,15,7,10,20,27,5,no,50,3.9,1,2,2,1,2,5,3,1,1
671,GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,5,0,12,15,15,9,80,34,81,2,no,80,88.4,1,2,2,1,2,2,2,1,2
672,GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,2,15,15,16,5,130,10,120,5,no,650,91,1,2,2,2,2,5,3,1,1
673,GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,0,13,13,12,4,180,38,104,0,no,540,267.3,1,2,2,2,2,3,3,1,2
674,GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,9,8,4,285,44,57,0,no,285,31.35,1,1,1,1,2,4,2,2,2
675,GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,2,no,yes,yes,yes,no,yes,yes,no,1,2,2,1,3,5,14,6,9,8,6,30,40,45,2,yes,90,32.7,1,1,2,1,2,4,4,1,2
676,GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,2,5,2,12,12,11,9,75,28,48,2,no,150,120,1,2,2,1,2,3,3,1,2
677,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,2,2,4,2,4,1,4,15,16,15,10,3,28,31,5,no,9,3.645,1,2,2,1,2,2,4,1,1
678,GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,11,11,11,12,160,42,110,15,no,320,232.8,1,2,2,2,1,4,3,2,2
679,GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,16,10,12,11,18,190,38,110,3,yes,190,44.65,1,2,2,1,2,5,5,1,2
680,GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,5,4,2,3,4,5,0,9,11,12,7,170,40,40,2,no,680,300.05,1,2,2,1,2,2,4,1,2
681,GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,17,16,17,12,50,12,165,3,no,100,86.5,1,2,2,1,2,4,4,1,2
682,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,17,16,16,24,70,6,132,0,no,140,7,1,2,1,1,2,5,1,1,2
683,GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,8,10,12,6,20,48,54,8,no,60,17.9,1,2,2,2,2,3,3,1,1
684,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,4,3,1,1,5,0,12,14,15,12,45,16,26,2,no,90,18.9,1,2,2,1,2,3,3,1,2
685,GP,F,15,U,GT3,T,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,0,8,7,6,3,60,24,75,0,no,300,51,1,1,2,1,2,3,3,1,2
686,GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,2,15,16,18,8,12,34,155,2,no,24,16.74,1,2,2,2,2,5,4,1,2
687,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,7,15,16,15,28,165,28,62,15,yes,330,144.375,1,2,1,1,1,3,5,1,2
688,GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,12,12,11,9,270,40,24,3,no,270,14.85,1,1,1,1,2,4,2,2,2
689,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,13,7,2,8,135,4,yes,2,2.21,1,1,1,1,2,1,3,2,2
690,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,1,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,25,7,10,11,22,18,32,85,1,no,36,23.85,1,1,2,2,2,3,3,1,2
691,GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0,no,yes,no,yes,no,yes,yes,yes,5,4,3,2,4,5,8,12,12,12,24,40,34,96,2,no,160,31.6,1,2,2,2,2,5,3,1,2
692,GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,2,19,18,18,13,130,14,74,0,no,520,124.8,1,2,2,1,2,4,5,1,2
693,GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,4,1,1,1,1,0,8,8,11,3,15,36,16,2,no,45,4.725,1,2,2,1,2,4,4,2,2
694,GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,10,10,9,2,80,26,60,6,no,80,92.4,1,1,2,2,2,3,1,2,1
695,GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,8,8,8,6,22,30,48,64,11,no,30,53.4,1,1,2,2,1,3,3,2,2
696,GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,5,1,4,3,12,11,12,11,10,72,30,23,7,no,144,64.08,1,1,2,2,1,3,4,1,2
697,GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,4,19,19,20,7,80,8,152,8,no,240,22,1,2,2,1,2,2,4,1,1
698,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,4,3,3,2,2,5,2,15,15,14,5,50,10,120,4,no,200,38.75,1,2,2,1,2,5,3,1,2
699,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,7,7,7,4,108,32,70,1,no,540,43.74,1,1,2,1,2,4,5,2,2
700,GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,3,4,2,12,13,13,12,88,34,75,1,no,352,81.4,1,1,2,2,2,4,4,1,2
701,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,2,11,13,13,9,200,36,48,0,no,1000,250,1,1,2,2,2,2,3,1,2
702,GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,1,no,no,no,yes,yes,yes,no,no,5,5,5,3,4,5,6,11,11,10,7,40,18,66,15,no,40,13.8,1,2,2,2,1,2,2,1,1
703,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,3,3,4,2,3,5,0,8,10,11,13,50,42,18,0,no,100,19.5,1,1,2,1,2,4,4,2,2
704,GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,4,4,4,1,6,10,13,13,7,10,44,92,11,no,40,8.8,1,1,2,2,1,3,3,1,1
705,GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,1,1,2,8,8,9,10,16,44,30,68,7,yes,132,45.1,1,1,2,1,1,3,3,1,1
706,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,1,0,14,15,15,11,12,12,87,15,no,48,5.16,1,1,2,1,1,4,4,1,2
707,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,4,14,15,15,10,160,8,145,4,no,480,15.2,1,2,2,1,2,5,2,1,2
708,GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,9,10,9,11,30,28,38,4,no,90,16.05,1,2,2,2,2,3,1,2,2
709,GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,5,2,15,16,16,8,110,10,93,3,no,220,22.55,1,1,2,1,2,4,3,1,2
710,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,6,10,11,11,14,96,22,105,3,yes,96,64.8,1,1,1,1,2,2,5,1,2
711,GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,6,10,8,11,4,45,20,18,4,yes,180,16.2,1,1,2,1,2,4,4,2,2
712,GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,4,8,10,9,5,36,36,72,7,no,36,31.68,1,1,2,2,2,3,4,2,1
713,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,3,4,4,2,4,4,2,10,9,9,10,60,20,57,0,no,120,105,1,1,2,1,2,5,2,2,2
714,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,10,10,10,24,44,20,40,4,no,132,56.32,1,1,2,2,2,4,4,2,1
715,GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,15,8,2,26,62,4,no,8,1.83,1,1,2,2,2,5,4,1,2
716,GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4,13,13,12,10,240,38,130,3,no,240,93.6,1,2,2,1,1,3,4,1,2
717,GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,7,7,6,9,220,44,70,4,no,880,192.5,1,1,2,1,2,4,3,2,2
718,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,1,3,1,3,4,2,8,9,8,12,56,42,51,0,no,112,1.68,1,1,1,2,2,2,4,2,2
719,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,yes,no,yes,yes,no,4,4,2,2,3,3,12,16,16,16,11,96,20,160,2,no,288,19.2,1,1,1,2,2,3,3,1,2
720,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,0,13,15,15,8,380,26,140,0,no,1140,285,1,2,2,1,2,3,3,1,2
721,GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,3,3,3,1,1,3,0,10,10,10,8,108,20,100,4,no,108,126.36,1,2,2,1,2,3,3,1,1
722,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,2,yes,yes,no,yes,no,yes,yes,yes,3,3,4,2,4,5,2,8,6,5,16,30,42,70,4,no,60,21,1,1,1,1,2,3,3,2,2
